Type article_encoded,Mois,Année,Horizon,Code article_encoded,Code Fournisseur_encoded,Jour,Article_Fournisseur,Quantité_Predite_CB,Quantité_Réelle,Erreur_Absolue,Date commande,Type article
6,6,2023,7,436,149,21,Confection flexible DN6 LG1500 - Société Zarrouk,1.4681725550626377,1.0,0.46817255506263766,2023-06-21,Service
2,2,2024,7,1130,36,2,Cosse à bride 35 mm2           - Société Gharbi,5.546241217372802,12.0,6.453758782627198,2024-02-02,Matériel
2,9,2022,7,4230,81,15,Bielle2601284-0000             - Société Belhadj,2.0145636360072694,2.0000000000000004,0.014563636007268954,2022-09-15,Matériel
2,8,2023,7,102,27,24,Echangeur plaques groupe NH3-2 - Société Ben salhi,1.520852815653328,1.0,0.5208528156533281,2023-08-24,Matériel
2,5,2023,7,456,180,11,manche grise 296288            - Société Mahmoudi,2.7676405679230505,3.0,0.23235943207694953,2023-05-11,Matériel
4,1,2023,7,579,373,2,Fut mono-propylène Glucol 200L - Société Ines,1.787233238855849,2.0000000000000004,0.2127667611441515,2023-01-02,Produit matière première
7,10,2022,30,429,44,31,GASOIL SS                      - Société Ammar,0.0360400496335905,0.01063,0.025410049633590497,2022-10-31,Énergie/Carburant
6,5,2023,7,436,385,16,Entretiens et Réparations      - Société Suleiman,1.6044906033045385,1.0,0.6044906033045385,2023-05-16,Service
2,6,2024,7,1962,36,3,"Coussinet Piston SMC -0,5 mm   - Société Gharbi",2.4537312570152343,5.999999999999999,3.546268742984765,2024-06-03,Matériel
2,11,2023,7,2714,36,24,PHOTOCELLULE 90458-0601        - Société Gharbi,2.4747836322081618,1.0,1.4747836322081618,2023-11-24,Matériel
3,1,2022,60,668,49,28,EMB UHT LAIT 1/2 ECR 1L/DTN008 - Société Riahi,1.961769391437544,2.0000000000000004,0.038230608562456414,2022-01-28,Produit emballage
2,1,2023,7,1711,36,10,JOINT 2 TIGE 2 CLAPET40101123  - Société Gharbi,2.7479451332094946,3.999999999999999,1.2520548667905045,2023-01-10,Matériel
3,1,2022,60,714,33,6,Cartons Vanille DELISSO 100ML  - Société Nasr,3.009560607610978,2.0000000000000004,1.0095606076109775,2022-01-06,Produit emballage
2,10,2023,7,456,247,24,tube 88.9*5.49                 - Société Selmi,1.2467509451421481,0.4000000000000001,0.846750945142148,2023-10-24,Matériel
2,4,2022,7,3415,36,29,ELECTROVANNE 90042-0249        - Société Gharbi,1.636418922922973,2.0000000000000004,0.36358107707702736,2022-04-29,Matériel
6,3,2024,7,436,23,29,Réparation pompe KSB STEP      - Société Ben chaouech,1.2474827861895017,1.0,0.2474827861895017,2024-03-29,Service
2,9,2023,7,273,27,1,Osmoseur inverse débit 30m3/h  - Société Ben salhi,1.7108687208539348,1.0,0.7108687208539348,2023-09-01,Matériel
5,10,2023,60,459,12,28,20 litres de enzymax CIP       - Société Ben ali,2.2143934468478332,2.0000000000000004,0.2143934468478328,2023-10-28,Produit nettoyage
2,5,2023,7,2181,36,5,ELECTROVANNE6-3180152111       - Société Gharbi,1.926036187392877,1.0,0.9260361873928771,2023-05-05,Matériel
6,8,2024,7,436,23,19,confection FLEXIBLE pour fioul - Société Ben chaouech,1.133112222977961,1.0,0.1331122229779611,2024-08-19,Service
2,2,2023,7,2866,36,15,CATCH 1538349-0000 RV          - Société Gharbi,2.9499275030224705,3.999999999999999,1.0500724969775286,2023-02-15,Matériel
2,8,2024,7,456,25,16,flow switch                    - Société Cherif,2.1279916909678986,1.0,1.1279916909678986,2024-08-16,Matériel
4,11,2023,7,2340,36,1,Loctite 574  344453-0050       - Société Gharbi,1.9747466145817092,1.0,0.9747466145817092,2023-11-01,Produit matière première
6,11,2022,7,92,505,23,Repas                          - Société Ayachi,1.007775986709552,1.0,0.00777598670955193,2022-11-23,Service
5,11,2024,60,528,33,26,SERPILLIERE                    - Société Nasr,2.2309792430146604,2.0000000000000004,0.23097924301466,2024-11-26,Produit nettoyage
7,4,2022,30,1540,36,12,FUEL LOURD N°2                 - Société Gharbi,2.4491780224847473,2.0000000000000004,0.4491780224847468,2022-04-12,Énergie/Carburant
2,2,2022,7,2797,36,11,GENERATOR1499642-0301          - Société Gharbi,2.632606283872509,2.0000000000000004,0.6326062838725086,2022-02-11,Matériel
2,1,2022,7,1538,36,14, Rotair plus 6215714500        - Société Gharbi,2.720193888917262,2.0000000000000004,0.7201938889172617,2022-01-14,Matériel
2,8,2022,7,436,505,1,Flexible pompe à graisse manue - Société Ayachi,3.0993947683817966,2.0000000000000004,1.0993947683817962,2022-08-01,Matériel
6,6,2023,7,448,428,26,Hotel et Restaurant            - Société Mehdi,1.3656312487224085,1.0,0.3656312487224085,2023-06-26,Service
2,12,2022,7,2790,81,13,ROULEAU APPLIC 1346988-0000    - Société Belhadj,2.128977965115991,2.0000000000000004,0.12897796511599058,2022-12-13,Matériel
2,3,2023,7,3268,81,16,DOUILLE  90459-0805            - Société Belhadj,2.655725466034164,1.0,1.655725466034164,2023-03-16,Matériel
6,11,2023,7,436,25,29,rebobinage moteur ABB 3000 Tr/ - Société Cherif,1.2675202910539678,1.0,0.2675202910539678,2023-11-29,Service
6,1,2023,7,429,264,9,PRESTATION GASOIL SS           - Société Ahmed,1.1208295844464886,1.0,0.12082958444648861,2023-01-09,Service
2,6,2022,7,1152,36,7,Lampe HQL 250 W                - Société Gharbi,3.923313789785537,5.0,1.0766862102144632,2022-06-07,Matériel
2,10,2024,7,2134,36,2,KIT  6-99041019 RV             - Société Gharbi,2.507521114045633,2.0000000000000004,0.5075211140456326,2024-10-02,Matériel
7,1,2022,30,1540,69,12,FUEL LOURD N°2                 - Société Saadaoui,2.569236771659027,2.0000000000000004,0.5692367716590265,2022-01-12,Énergie/Carburant
2,1,2023,7,2164,36,3,6-4722125301/6-4722935304      - Société Gharbi,2.4398098032997533,5.999999999999999,3.560190196700246,2023-01-03,Matériel
6,6,2023,7,2059,49,16,S.KIT 6-9611920218 RV          - Société Riahi,3.1285398836615093,8.000000000000002,4.8714601163384925,2023-06-16,Service
2,10,2024,7,1074,36,31,Vanne DN 125                   - Société Gharbi,1.7035082993506068,3.0,1.2964917006493932,2024-10-31,Matériel
2,1,2022,7,3179,36,28,SPACER 1549389-0000            - Société Gharbi,1.7837349561138662,1.0,0.7837349561138662,2022-01-28,Matériel
2,2,2023,7,3343,81,27,2961956-0000                   - Société Belhadj,2.489196875943402,3.999999999999999,1.5108031240565971,2023-02-27,Matériel
2,2,2023,7,3628,36,15,Spacer 1144501-0000            - Société Gharbi,2.2546503707345757,1.0,1.2546503707345757,2023-02-15,Matériel
2,8,2023,7,3111,36,21,BUSHING90240-0193              - Société Gharbi,1.7732993971086248,8.000000000000002,6.226700602891377,2023-08-21,Matériel
2,2,2023,7,3818,36,15,"Strainer, 1705 NBR 90606-7253  - Société Gharbi",1.65472444596,1.0,0.6547244459599999,2023-02-15,Matériel
2,5,2024,7,1908,36,16,"Filtre à poche 40"" 10µm        - Société Gharbi",1.7943016713867719,2.0000000000000004,0.20569832861322856,2024-05-16,Matériel
3,10,2022,60,654,33,17,CARTON DISNEY STARWAR CHOCOLAT - Société Nasr,1.9223676532006397,2.0000000000000004,0.07763234679936071,2022-10-17,Produit emballage
6,8,2023,7,438,91,10,Soudeur                        - Société Ben barhoumi,1.5772189589424852,2.0000000000000004,0.42278104105751524,2023-08-10,Service
2,2,2022,7,1046,62,16,JOINT DIN 65 ARME VAP DIA 2 mm - Société Ghazouani,2.7408436164089527,2.0000000000000004,0.7408436164089522,2022-02-16,Matériel
2,4,2023,7,456,199,20,SUPPORTO RIDUTTORE SPAZZ LAT   - Société Omrani,1.846879098967095,1.0,0.8468790989670949,2023-04-20,Matériel
2,4,2022,7,3043,36,29,QUICKRELEAS COUPLING90163-0172 - Société Gharbi,1.9869503449578017,1.0,0.9869503449578017,2022-04-29,Matériel
2,2,2023,7,2877,36,15,HEXAGON NUT 312605-0318        - Société Gharbi,4.298298094772183,2.0000000000000004,2.2982980947721825,2023-02-15,Matériel
4,4,2022,7,1035,36,22,TEFLON(ROULEAU)                - Société Gharbi,2.334778237829837,2.0000000000000004,0.33477823782983673,2022-04-22,Produit matière première
2,2,2023,7,2799,36,15,1548940-0000                   - Société Gharbi,2.3165929961578495,2.0000000000000004,0.3165929961578491,2023-02-15,Matériel
2,9,2023,7,85,27,11,Acquisition des batteries      - Société Ben salhi,1.148127499991023,1.0,0.14812749999102293,2023-09-11,Matériel
2,2,2023,7,2617,36,15,COURROIE T10 - 1348537-0000    - Société Gharbi,1.6869182893663428,1.0,0.6869182893663428,2023-02-15,Matériel
2,12,2022,7,3484,36,7,344210-0215/344210-0215        - Société Gharbi,1.6640879498365946,3.0,1.3359120501634054,2022-12-07,Matériel
2,8,2022,7,1538,36,5, Rotair plus 6215714500        - Société Gharbi,2.8027316482783893,2.0000000000000004,0.8027316482783888,2022-08-05,Matériel
6,2,2022,7,495,505,18,confection flexible DN8 L3m    - Société Ayachi,1.75715539283595,2.0000000000000004,0.24284460716405043,2022-02-18,Service
2,1,2023,7,2640,36,17,JOINT 90091-0366 RV            - Société Gharbi,2.7798370609727265,3.999999999999999,1.2201629390272726,2023-01-17,Matériel
2,6,2022,7,3027,36,30,RADIAL  SEAL90091-0297 RV      - Société Gharbi,3.672314372015487,5.999999999999999,2.327685627984512,2022-06-30,Matériel
2,2,2023,7,2882,36,15,FLANGE BUSHING90458-1404       - Société Gharbi,4.298298094772183,16.0,11.701701905227818,2023-02-15,Matériel
2,8,2023,7,436,25,21,cornniere 40/40                - Société Cherif,3.465977949936506,12.0,8.534022050063495,2023-08-21,Matériel
2,9,2022,7,438,272,19,plaque PVC triangulaire        - Société Nouri,2.2968546588226135,2.0000000000000004,0.2968546588226131,2022-09-19,Matériel
2,1,2023,7,1143,100,18,"PILE RONDE P.M 1,5 V           - Société Snoussi",3.146162024102612,2.0000000000000004,1.1461620241026114,2023-01-18,Matériel
2,5,2023,7,2692,36,5,90240-0146/3123940-0000        - Société Gharbi,2.581447524839263,5.999999999999999,3.418552475160736,2023-05-05,Matériel
2,10,2023,7,1092,36,11,PURGEUR FT14 LR DN 25          - Société Gharbi,3.098033275015233,2.0000000000000004,1.0980332750152324,2023-10-11,Matériel
2,3,2023,7,2616,81,16,CARTOUCHE DEIONISATEUR         - Société Belhadj,1.6296326344999907,1.0,0.6296326344999907,2023-03-16,Matériel
2,4,2022,7,2297,36,15,MALE THREAD COUPLING           - Société Gharbi,1.9264528470859128,8.000000000000002,6.073547152914089,2022-04-15,Matériel
2,6,2022,7,2666,81,20,ROTULED'ARTICULATION90115-0102 - Société Belhadj,2.152462418877811,1.0,1.152462418877811,2022-06-20,Matériel
2,5,2023,7,2949,36,5,COURROIE 90458-0500            - Société Gharbi,2.300475957248832,1.0,1.3004759572488318,2023-05-05,Matériel
4,1,2022,7,677,342,18,LACTARIN LK60                  - Société Farhat,2.2174002287273895,2.0000000000000004,0.21740022872738907,2022-01-18,Produit matière première
6,12,2022,7,451,32,9,Fact N° 2022080005020478       - Société Maher,0.988937200319534,1.0,0.011062799680465973,2022-12-09,Service
2,5,2023,7,459,7,9,Goblet plastique transparent   - Société Ben benour,1.5771113931795564,2.0000000000000004,0.42288860682044405,2023-05-09,Matériel
2,3,2023,7,2607,81,16,Joint2507048-0000              - Société Belhadj,1.6296326344999907,1.0,0.6296326344999907,2023-03-16,Matériel
6,9,2022,7,436,505,5,Amortissement de timon         - Société Ayachi,1.072303242948752,1.0,0.07230324294875201,2022-09-05,Service
4,7,2023,7,459,101,24,Solution tampon TH             - Société Chaouch,1.6398932795644057,1.0,0.6398932795644057,2023-07-24,Produit matière première
2,8,2023,7,1430,36,7,VIS CHC INOX8*20               - Société Gharbi,2.28592603996182,2.0000000000000004,0.28592603996181953,2023-08-07,Matériel
2,1,2022,7,1503,247,13,CHEVILLE PLASTIQUE B6          - Société Selmi,2.6934814285288784,2.0000000000000004,0.693481428528878,2022-01-13,Matériel
2,3,2022,7,1804,36,14,FLEXIBLE Rollair 6245567800    - Société Gharbi,2.4198277592946265,1.0,1.4198277592946265,2022-03-14,Matériel
2,4,2022,7,4090,81,22,Flange  2950968-0000           - Société Belhadj,1.7652066829741755,1.0,0.7652066829741755,2022-04-22,Matériel
2,8,2024,7,456,24,2,brosse papillon 165mm          - Société Khalifa,2.477198096149439,14.999999999999998,12.52280190385056,2024-08-02,Matériel
2,7,2024,7,958,36,12,Réduction SMS 304L 51/114 inox - Société Gharbi,3.0064077880995486,1.0,2.0064077880995486,2024-07-12,Matériel
5,3,2022,60,756,66,11,Acide sulfurique  91% L        - Société Mansour,4.514154136166228,5.0,0.48584586383377193,2022-03-11,Produit nettoyage
4,8,2023,7,851,469,17,thiosulphate de soduim         - Société Ben zorgui,2.53611006526812,1.0,1.53611006526812,2023-08-17,Produit matière première
6,6,2023,7,436,25,2,confection piéces-82/2023      - Société Cherif,1.8813564892216,1.0,0.8813564892215999,2023-06-02,Service
6,6,2022,7,445,503,21,Transports sur Achats          - Société Salma,1.0615242760649255,1.0,0.0615242760649255,2022-06-21,Service
6,12,2024,7,141,27,27,Etude PD & infrastructures     - Société Ben salhi,1.0044123045844153,1.0,0.0044123045844153275,2024-12-27,Service
6,7,2023,7,442,464,24,Formation CEM                  - Société Ben jaoudi,1.9786527694151066,5.0,3.0213472305848934,2023-07-24,Service
2,7,2024,7,438,25,29,CONDUCTIVIMETRE                - Société Cherif,1.834280436937957,16.999999999999996,15.165719563062039,2024-07-29,Matériel
2,12,2023,7,3641,36,25,Shoulder Screw 2644623-0000    - Société Gharbi,3.411856145059855,16.0,12.588143854940146,2023-12-25,Matériel
0,11,2022,30,438,3,30,Achat Stylo + porte clé        - Société Mohamad,1.6435349648639876,2.0000000000000004,0.3564650351360128,2022-11-30,Fourniture de bureau
2,3,2022,7,4056,36,8,AXIS MOD90459-7212/90603-3639  - Société Gharbi,1.704291421278668,1.0,0.704291421278668,2022-03-08,Matériel
2,10,2022,7,2796,81,27,TRESSE     1498850-0000        - Société Belhadj,2.66171199773811,1.0,1.6617119977381098,2022-10-27,Matériel
2,8,2023,7,247,21,23,Matériel Informatique Site     - Société Ben naser,2.4242110530773844,1.0,1.4242110530773844,2023-08-23,Matériel
2,6,2022,7,2558,36,30,GUIDE BANDE 20*22*10           - Société Gharbi,2.8320718955821484,8.000000000000002,5.167928104417854,2022-06-30,Matériel
6,6,2022,7,436,501,13,lavage tenue de travail        - Société Saber,1.3641663842135854,1.0,0.3641663842135854,2022-06-13,Service
2,2,2023,7,2693,36,15,BAGUE    90240-0172 RV         - Société Gharbi,2.6090716504666807,2.0000000000000004,0.6090716504666802,2023-02-15,Matériel
2,1,2023,7,2049,36,3,SUPPORT RING 6-4722321801      - Société Gharbi,4.845747176501935,9.000000000000002,4.154252823498067,2023-01-03,Matériel
2,1,2023,7,2567,36,20,"O-RING 84,5*3MM RV315204-0308  - Société Gharbi",1.2960745816964119,1.0,0.2960745816964119,2023-01-20,Matériel
6,5,2022,7,438,501,9,traitement de deratisation     - Société Saber,1.279478160900155,2.0000000000000004,0.7205218390998454,2022-05-09,Service
2,12,2024,7,436,23,18,sondes et thermocouples nova   - Société Ben chaouech,1.6647220976986294,1.0,0.6647220976986294,2024-12-18,Matériel
6,5,2024,7,437,5,14,EVALUATION DES CAPITAUX        - Société Ben said,1.022854137222565,1.0,0.02285413722256502,2024-05-14,Service
6,1,2023,7,456,219,20, entretien Extincteur à poudre - Société Marzougui,2.2591733404961665,2.0000000000000004,0.259173340496166,2023-01-20,Service
2,8,2023,7,2563,36,21,PIGNON 486860-0000             - Société Gharbi,2.345825247509449,3.0,0.654174752490551,2023-08-21,Matériel
2,1,2022,7,2952,36,28,FINGER 1294696-0000            - Société Gharbi,1.8197216390438045,2.0000000000000004,0.18027836095619598,2022-01-28,Matériel
2,12,2023,7,273,27,8,Osmoseur inverse débit 30m3/h  - Société Ben salhi,0.9947816740696274,1.0,0.005218325930372636,2023-12-08,Matériel
2,5,2023,7,3436,36,5,porte fusible 90600-4649       - Société Gharbi,2.1158455549936916,3.0,0.8841544450063084,2023-05-05,Matériel
7,5,2022,30,429,44,9,super sp                       - Société Ammar,0.23067430326738741,0.00722,0.2234543032673874,2022-05-09,Énergie/Carburant
2,6,2022,7,3596,36,10,PIPE 2544313-0000              - Société Gharbi,1.611872470086214,2.0000000000000004,0.3881275299137865,2022-06-10,Matériel
6,2,2024,7,438,25,17,Contrat préventif ch.BOSCH     - Société Cherif,1.9246096455557313,1.0,0.9246096455557313,2024-02-17,Service
2,3,2023,7,2926,81,4,GASKET 1255557-0000            - Société Belhadj,1.7556451241393307,1.0,0.7556451241393307,2023-03-04,Matériel
2,11,2023,7,3331,36,2,MANO DE PRESSION DIA 40        - Société Gharbi,1.798092389358119,1.0,0.7980923893581191,2023-11-02,Matériel
6,3,2023,7,438,222,22,HR ACCES                       - Société Ezzine,2.061894116755116,12.0,9.938105883244884,2023-03-22,Service
2,2,2023,7,3025,36,15,AXLE  PIN1144312-0000          - Société Gharbi,3.3077278784638935,8.000000000000002,4.692272121536108,2023-02-15,Matériel
2,11,2024,7,1179,36,4,BLOC CONTACT TÉLÉMÉCANIQUE     - Société Gharbi,3.0017163707527423,3.0,0.0017163707527423355,2024-11-04,Matériel
2,12,2024,7,4040,45,18,Roller support arm 3295716-000 - Société Ben mongi,2.009975650885304,2.0000000000000004,0.009975650885303722,2024-12-18,Matériel
2,2,2023,7,3300,36,15,PURGEUR90187-0105/90600-6015   - Société Gharbi,2.4321000692149704,2.0000000000000004,0.4321000692149699,2023-02-15,Matériel
6,5,2022,7,128,219,17,amenagement entree MPF         - Société Marzougui,1.0170380663771996,1.0,0.017038066377199623,2022-05-17,Service
2,3,2023,7,2558,81,16,GUIDE BANDE 20*22*10           - Société Belhadj,2.1956406411482994,5.999999999999999,3.8043593588516997,2023-03-16,Matériel
5,2,2022,60,1567,247,28,PATE DECAPANTEPOUR INOX        - Société Selmi,3.2957202312174294,3.0,0.2957202312174294,2022-02-28,Produit nettoyage
7,5,2022,30,436,505,16,mise à disposition azote       - Société Ayachi,1.2450763030224072,2.0000000000000004,0.7549236969775932,2022-05-16,Énergie/Carburant
6,7,2023,7,436,24,31,fabrication chobreure alum     - Société Khalifa,0.8758282133893542,2.0000000000000004,1.1241717866106462,2023-07-31,Service
2,8,2022,7,1684,50,31,Joint torique de tulipe        - Société Rabhi,2.5311486671183743,3.999999999999999,1.4688513328816248,2022-08-31,Matériel
6,10,2022,7,438,399,14,Etude et prestation de service - Société Manel,1.5877876604011725,1.0,0.5877876604011725,2022-10-14,Service
2,4,2023,7,2830,36,18,GARNITURE 466042-0000 RV       - Société Gharbi,2.034581169061129,1.0,1.0345811690611288,2023-04-18,Matériel
6,8,2022,7,429,44,29,PRESTATION GO SS EXC           - Société Ammar,0.8838463769233214,1.0,0.11615362307667865,2022-08-29,Service
7,1,2022,30,1540,69,21,FUEL LOURD N°2                 - Société Saadaoui,2.2173083154082294,2.0000000000000004,0.21730831540822892,2022-01-21,Énergie/Carburant
7,11,2022,30,429,264,28,SUPER SP                       - Société Ahmed,1.042254892257108,0.00441,1.037844892257108,2022-11-28,Énergie/Carburant
2,2,2023,7,3037,81,24,SHAFT   1036620-0000 RV        - Société Belhadj,2.2698105363201977,2.0000000000000004,0.26981053632019725,2023-02-24,Matériel
2,12,2023,7,3383,36,25,CIRCLIP 2664460-0000           - Société Gharbi,1.6741409195468795,5.0,3.3258590804531205,2023-12-25,Matériel
2,3,2023,7,3563,49,29,TPIH GENERATOR 3500            - Société Riahi,1.5568978998551883,2.0000000000000004,0.4431021001448121,2023-03-29,Matériel
2,5,2023,7,3472,36,5,mano 90459-1223                - Société Gharbi,1.8116569143760404,1.0,0.8116569143760404,2023-05-05,Matériel
2,11,2024,7,459,2,14,Achat Stockés :Support et affi - Société Ben lamine,1.1894917089748982,1.0,0.1894917089748982,2024-11-14,Matériel
4,10,2023,7,686,183,19,AMIDON E1440                   - Société Slama,1.7862207237174514,2.0000000000000004,0.213779276282549,2023-10-19,Produit matière première
2,5,2023,7,3210,36,5,PALIER A BSKF6202RS321312-0102 - Société Gharbi,1.9732220249101644,1.0,0.9732220249101644,2023-05-05,Matériel
4,8,2023,7,439,7,15,Sucres totaux                  - Société Ben benour,1.7861912688892385,1.0,0.7861912688892385,2023-08-15,Produit matière première
4,2,2022,7,468,131,2,laqué bleue ocean              - Société Sellami,2.0474645155252795,2.0000000000000004,0.04746451552527908,2022-02-02,Produit matière première
2,10,2022,7,2772,36,18,GALET 434321-0000/2993135-0000 - Société Gharbi,2.6909214705557023,5.0,2.3090785294442977,2022-10-18,Matériel
6,2,2024,7,436,14,12,Entretiens et Réparations      - Société Ben laabidi,1.666675000596932,1.0,0.666675000596932,2024-02-12,Service
6,5,2023,7,436,25,13,Rebobinnage moteur Leroy somme - Société Cherif,1.3839485402317955,1.0,0.3839485402317955,2023-05-13,Service
2,2,2023,7,1246,158,23,"RACCORD DROIT MALE 1/8""DIA 8   - Société Chtioui",3.4151349994674787,2.0000000000000004,1.4151349994674782,2023-02-23,Matériel
2,12,2023,7,2366,36,25,Diaphragm 90510-4815           - Société Gharbi,2.4736887013072684,2.0000000000000004,0.4736887013072679,2023-12-25,Matériel
2,3,2023,7,909,36,13,TUBE POLYAMIDE BLEU            - Société Gharbi,3.209989321029961,2.0000000000000004,1.2099893210299606,2023-03-13,Matériel
6,7,2022,7,439,212,7,Analyses                       - Société Malek,3.2698979519214557,16.999999999999996,13.73010204807854,2022-07-07,Service
6,1,2024,7,439,25,11,Analyse boue                   - Société Cherif,3.2640235400927473,2.0000000000000004,1.2640235400927469,2024-01-11,Service
2,2,2022,7,2678,81,11,CERCLIPS INOX90141-0017        - Société Belhadj,2.8991034008866077,10.000000000000002,7.100896599113394,2022-02-11,Matériel
2,11,2023,7,3854,36,13,Volume came 1478497-0000       - Société Gharbi,1.746445768177169,3.999999999999999,2.25355423182283,2023-11-13,Matériel
0,2,2022,30,633,374,15,ROULEAU ADHESIF                - Société Hassen,3.110378624921611,2.0000000000000004,1.1103786249216108,2022-02-15,Fourniture de bureau
2,1,2023,7,3096,36,17,Stop pin2809846-0000           - Société Gharbi,1.5944593390292154,1.0,0.5944593390292154,2023-01-17,Matériel
2,5,2022,7,2700,81,4,FILTRE/900-05-BK90277-0045 RV  - Société Belhadj,2.419136439035788,2.0000000000000004,0.4191364390357877,2022-05-04,Matériel
2,2,2022,7,1262,36,24,RACCORD RAPIDE COUDE 1/8-6     - Société Gharbi,3.3770908025244193,2.0000000000000004,1.3770908025244188,2022-02-24,Matériel
2,1,2022,7,2784,36,28,COUR MEG 1144841-0000/T10-840  - Société Gharbi,1.8700822672816346,3.999999999999999,2.1299177327183645,2022-01-28,Matériel
2,6,2024,7,3929,36,13,BALL BEARING 2528296-0000      - Société Gharbi,2.4773791527753857,1.0,1.4773791527753857,2024-06-13,Matériel
3,5,2023,60,651,33,15,Sac90+30+30/135 BD rouge(120gr - Société Nasr,2.0773440854033947,2.0000000000000004,0.07734408540339421,2023-05-15,Produit emballage
2,9,2022,7,2554,36,6,Pneu plein  AR 6.50X10         - Société Gharbi,2.415301514045265,3.999999999999999,1.5846984859547342,2022-09-06,Matériel
4,4,2023,7,1035,247,7,TEFLON(ROULEAU)                - Société Selmi,2.034149451355705,2.0000000000000004,0.034149451355704574,2023-04-07,Produit matière première
2,2,2023,7,3767,36,15,"Service kit, EPDM 6-9611922454 - Société Gharbi",1.7116951866696843,1.0,0.7116951866696843,2023-02-15,Matériel
2,5,2023,7,2627,36,5,VIS SUPPORT C/C312145-0238     - Société Gharbi,2.7112907318022748,8.000000000000002,5.288709268197727,2023-05-05,Matériel
2,2,2023,7,3482,81,9,para huile 315221-0147         - Société Belhadj,1.8098853438245364,2.0000000000000004,0.19011465617546408,2023-02-09,Matériel
6,10,2022,7,438,37,18,Etude et prestation de service - Société Ayad,1.3592804663833635,16.0,14.640719533616636,2022-10-18,Service
2,3,2022,7,2289,81,21,Vanne rég. 90503-5664          - Société Belhadj,1.9656266757263823,1.0,0.9656266757263823,2022-03-21,Matériel
2,8,2023,7,1119,36,9, Fiche 10 plot Femel           - Société Gharbi,3.271466491982694,3.0,0.2714664919826939,2023-08-09,Matériel
2,2,2023,7,3749,36,15,O-ring.133.07x1.78 351517-1133 - Société Gharbi,2.051587565014765,1.0,1.0515875650147648,2023-02-15,Matériel
2,5,2023,7,2455,36,5,Dessus V70 AS-i3.0             - Société Gharbi,1.9971279344161692,1.0,0.9971279344161692,2023-05-05,Matériel
2,9,2023,7,1696,36,19,Resistance 20605357/900M110009 - Société Gharbi,2.5857812503267805,2.0000000000000004,0.5857812503267801,2023-09-19,Matériel
2,12,2023,7,2691,36,25,90239-0492                     - Société Gharbi,3.401697064061593,9.000000000000002,5.598302935938409,2023-12-25,Matériel
2,6,2022,7,2609,33,17,JOINT90459-4179                - Société Nasr,1.8690816212677848,2.0000000000000004,0.13091837873221568,2022-06-17,Matériel
6,6,2022,7,442,31,3,Formation analyse sensorielle  - Société Issaoui,1.605898537756771,1.0,0.6058985377567709,2022-06-03,Service
2,2,2022,7,1799,36,17,Flexible Rollair               - Société Gharbi,2.292011337002744,1.0,1.292011337002744,2022-02-17,Matériel
2,5,2022,7,120,219,9,Enceinte climatique            - Société Marzougui,1.1581364236669431,1.0,0.15813642366694314,2022-05-09,Matériel
2,3,2022,7,1265,158,7,RACCORD RAPID COUDE DIA 8 1/8  - Société Chtioui,3.510939769869662,2.0000000000000004,1.5109397698696614,2022-03-07,Matériel
6,1,2022,7,480,29,26,analyse stabilité lait UHT     - Société Abid,1.4652030923607686,1.0,0.4652030923607686,2022-01-26,Service
6,11,2024,7,446,14,12,Transports sur Ventes CLN-AGBA - Société Ben laabidi,3.9103712663133425,5.0,1.0896287336866575,2024-11-12,Service
2,4,2023,7,2954,36,18,RUDDER STRIP1516243-0000       - Société Gharbi,1.9798779733161234,5.0,3.0201220266838766,2023-04-18,Matériel
6,11,2024,7,436,23,27,réparation moteur ABB HOMO 1   - Société Ben chaouech,0.9735443721920174,1.0,0.026455627807982607,2024-11-27,Service
2,8,2023,7,1412,36,7,VIS TETE FRAISE INOX M 6X50    - Société Gharbi,2.28592603996182,2.0000000000000004,0.28592603996181953,2023-08-07,Matériel
2,2,2023,7,3065,81,28,1285005-0000                   - Société Belhadj,2.2734682210193653,2.0000000000000004,0.27346822101936485,2023-02-28,Matériel
2,2,2023,7,2804,81,27,1569518-0000 RV                - Société Belhadj,2.2739303059177636,1.0,1.2739303059177636,2023-02-27,Matériel
2,11,2023,7,3263,36,2,GARNITURE 315229-0204          - Société Gharbi,1.941228489857472,10.000000000000002,8.05877151014253,2023-11-02,Matériel
3,1,2022,60,668,49,28,EMB UHT LAIT 1/2 ECR 1L/DTN008 - Société Riahi,1.961769391437544,2.0000000000000004,0.038230608562456414,2022-01-28,Produit emballage
2,2,2023,7,3300,81,28,PURGEUR90187-0105/90600-6015   - Société Belhadj,2.4784602083685727,2.0000000000000004,0.4784602083685723,2023-02-28,Matériel
6,6,2023,7,433,26,26,Location voiture FERJANI SALAH - Société Ben Mabrouk,1.8480751554781292,1.0,0.8480751554781292,2023-06-26,Service
6,12,2023,7,444,273,27,Campagne Radio                 - Société Ben fraj,1.0504234216666521,1.0,0.050423421666652146,2023-12-27,Service
2,1,2023,7,3202,36,20,BALL BEARING 321309-0103       - Société Gharbi,1.9677294072953457,5.999999999999999,4.032270592704654,2023-01-20,Matériel
2,2,2022,7,2797,36,24,GENERATOR1499642-0301          - Société Gharbi,2.1917179163832663,2.0000000000000004,0.19171791638326585,2022-02-24,Matériel
0,3,2023,30,581,32,13,Carnet en trois souches        - Société Maher,6.521541848065624,14.999999999999998,8.478458151934374,2023-03-13,Fourniture de bureau
